Card Id	Card Name	Set Name	other 	x	x	x	x	x	x	x	x	x
2579	Battlewand Oak	Lorwyn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2580	Elvish Branchbender	Lorwyn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2581	Gilt-Leaf Ambush	Lorwyn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2582	Gilt-Leaf Seer	Lorwyn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2583	Moonglove Extract	Lorwyn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2584	Burrenton Bombardier	Morningtide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2585	Kithkin Zephyrnaut	Morningtide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2586	Stonybrook Schoolmaster	Morningtide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2587	Dewdrop Spy	Morningtide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2588	Moonglove Changeling	Morningtide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2589	Fire Juggler	Morningtide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2590	Hostile Realm	Morningtide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2591	Seething Pathblazer	Morningtide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2592	Fertilid	Morningtide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2593	Lys Alana Bowmaster	Morningtide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2594	Winnower Patrol	Morningtide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2595	Ballynock Cohort	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2596	Ghastly Discovery	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2597	Parapet Watchers	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2598	Prismwake Merrow	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2599	Sinking Feeling	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2600	Cinderbones	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2601	Hungry Spriggan	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2602	Presence of Gond	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2603	Silkbind Faerie	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2604	Steel of the Godhead	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2605	Thistledown Duo	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2606	Gravelgill Duo	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2607	Torpor Dust	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2608	Giantbaiting	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2609	Tattermunge Duo	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2610	Shield of the Oversoul	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2611	Wingrattle Scarecrow	Shadowmoor	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2612	Recumbent Bliss	Eventide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2613	Dream Thief	Eventide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2614	Cinder Pyromancer	Eventide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2615	Noggle Bandit	Eventide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2616	Rendclaw Trow	Eventide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2617	Hobgoblin Dragoon	Eventide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2618	Scourge of the Nobilis	Eventide	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2619	Excommunicate	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2620	Guardians of Akrasa	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2621	Gustrider Exuberant	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2622	Marble Chalice	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2623	Kathari Screecher	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2624	Vectis Silencers	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2625	Onyx Goblet	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2626	Resounding Scream	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2627	Shore Snapper	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2628	Hissing Iguanar	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2629	Lightning Talons	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2630	Vithian Stinger	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2631	Court Archers	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2632	Gift of the Gargantuan	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2633	Savage Hunger	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2634	Blightning	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2635	Kederekt Creeper	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2636	Windwright Mage	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2637	Obelisk of Bant	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2638	Obelisk of Esper	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2639	Obelisk of Grixis	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2640	Obelisk of Jund	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2641	Obelisk of Naya	Shards of Alara	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2642	Asha's Favor	Conflux	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2643	Aven Trailblazer	Conflux	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2644	Brackwater Elemental	Conflux	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2645	Frontline Sage	Conflux	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2646	Parasitic Strix	Conflux	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2647	Pestilent Kathari	Conflux	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2648	Sedraxis Alchemist	Conflux	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2649	Wandering Goblins	Conflux	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2650	Ember Weaver	Conflux	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2651	Matca Rioters	Conflux	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2652	Ethersworn Shieldmage	Alara Reborn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2653	Talon Trooper	Alara Reborn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2654	Mistvein Borderpost	Alara Reborn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2655	Demonic Dread	Alara Reborn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2656	Kathari Bomber	Alara Reborn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2657	Firewild Borderpost	Alara Reborn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2658	Godtracker of Jund	Alara Reborn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2659	Sigil of the Nayan Gods	Alara Reborn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2660	Wildfield Borderpost	Alara Reborn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2661	Vectis Dominator	Alara Reborn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2662	Winged Coatl	Alara Reborn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2663	Esper Sojourners	Alara Reborn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2664	Jund Sojourners	Alara Reborn	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2665	Kor Hookmaster	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2666	Noble Vestige	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2667	Umara Raptor	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2668	Giant Scorpion	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2669	Mindless Null	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2670	Magma Rift	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2671	Molten Ravager	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2672	Ruinous Minotaur	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2673	Torch Slinger	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2674	Grazing Gladehart	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2675	Oran-Rief Recluse	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2676	Savage Silhouette	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2677	Stonework Puma	Zendikar	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2678	Apex Hawks	Worldwake	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2679	Guardian Zendikon	Worldwake	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2680	Calcite Snapper	Worldwake	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2681	Enclave Elite	Worldwake	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2682	Dead Reckoning	Worldwake	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2683	Crusher Zendikon	Worldwake	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2684	Snapping Creeper	Worldwake	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2685	Dawnglare Invoker	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2686	Jwari Scuttler	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2687	Sea Gate Oracle	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2688	Venerated Teacher	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2689	Bloodrite Invoker	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2690	Cadaver Imp	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2691	Gloomhunter	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2692	Perish the Thought	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2693	Lavafume Invoker	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2694	Raid Bombardment	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2695	Aura Gnarlid	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2696	Growth Spasm	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2697	Snake Umbra	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2698	Sporecap Spider	Rise of the Eldrazi	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2699	Kemba's Skyguard	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2700	Neurok Invisimancer	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2701	Blistergrub	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2702	Contagious Nim	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2703	Moriok Reaver	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2704	Relic Putrescence	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2705	Ferrovore	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2706	Vulshok Heartstoker	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2707	Cystbearer	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2708	Auriok Replica	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2709	Golem Foundry	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2710	Moriok Replica	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2711	Necrogen Censer	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2712	Neurok Replica	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2713	Snapsail Glider	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2714	Sylvok Replica	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2715	Tumble Magnet	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2716	Vulshok Replica	Scars of Mirrodin	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2717	Priests of Norn	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2718	Mirran Spy	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2719	Morbid Plunder	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2720	Blisterstick Shaman	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2721	Koth's Courier	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2722	Glissa's Courier	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2723	Rot Wolf	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2724	Phyrexian Digester	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2725	Spin Engine	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2726	Training Drone	Mirrodin Besieged	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2727	Porcelain Legionnaire	New Phyrexia	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2728	Remember the Fallen	New Phyrexia	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2729	Spined Thopter	New Phyrexia	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2730	Blind Zealot	New Phyrexia	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2731	Razor Swine	New Phyrexia	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2732	Scrapyard Salvo	New Phyrexia	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2733	Viridian Betrayers	New Phyrexia	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2734	Blinding Souleater	New Phyrexia	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2735	Trespassing Souleater	New Phyrexia	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2736	Chapel Geist	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2737	Elder Cathar	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2738	Ghostly Possession	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2739	Village Bell-Ringer	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2740	Voiceless Spirit	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2741	Armored Skaab	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2742	Curse of the Bloody Tome	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2743	Selhoff Occultist	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2744	Stitched Drake	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2745	Ghoulraiser	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2746	Markov Patrician	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2747	Night Terrors	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2748	Crossway Vampire	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2749	Feral Ridgewolf	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2750	Kessig Wolf	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2751	Riot Devils	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2752	Traitorous Blood	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2753	Grave Bramble	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2754	One-Eyed Scarecrow	Innistrad	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2755	Niblis of the Mist	Dark Ascension	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2756	Chant of the Skifsang	Dark Ascension	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2757	Headless Skaab	Dark Ascension	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2758	Falkenrath Torturer	Dark Ascension	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2759	Reap the Seagraf	Dark Ascension	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2760	Erdwal Ripper	Dark Ascension	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2761	Favor of the Woods	Dark Ascension	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2762	Ulvenwald Bear	Dark Ascension	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2763	Heavy Mattock	Dark Ascension	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2764	Farbog Explorer	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2765	Galvanic Alchemist	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2766	Bloodflow Connoisseur	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2767	Essence Harvest	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2768	Searchlight Geist	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2769	Soulcage Fiend	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2770	Unhallowed Pact	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2771	Fervent Cathar	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2772	Hanweir Lancer	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2773	Riot Ringleader	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2774	Thatcher Revolt	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2775	Lair Delve	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2776	Trusted Forcemage	Avacyn Restored	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2777	Selesnya Sentry	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2778	Seller of Songbirds	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2779	Dead Reveler	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2780	Sewer Shambler	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2781	Lobber Crew	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2782	Splatter Thug	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2783	Viashino Racketeer	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2784	Axebane Guardian	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2785	Stonefare Crocodile	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2786	Centaur Healer	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2787	Trestle Troll	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2788	Vassal Soul	Return to Ravnica	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2789	Basilica Guards	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2790	Court Street Denizen	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2791	Sage's Row Denizen	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2792	Corpse Blockade	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2793	Slate Street Ruffian	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2794	Warmind Infantry	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2795	Crocanura	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2796	Slaughterhorn	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2797	Drakewing Krasis	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2798	Kingpin's Pet	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2799	Mortus Strider	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2800	Deathcult Rogue	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2801	Armored Transport	Gatecrash	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2802	Haazda Snare Squad	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2803	Uncovered Clues	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2804	Hired Torturer	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2805	Rakdos Drake	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2806	Awe for the Guilds	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2807	Battering Krasis	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2808	Beetleform Mage	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2809	Pilfered Plans	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2810	Viashino Firstblade	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2811	Azorius Cluestone	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2812	Boros Cluestone	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2813	Dimir Cluestone	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2814	Golgari Cluestone	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2815	Gruul Cluestone	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2816	Izzet Cluestone	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2817	Orzhov Cluestone	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2818	Rakdos Cluestone	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2819	Selesnya Cluestone	Dragon's Maze	not_legal	not_legal	not_legal	legal	legal	legal	legal	legal	legal	legal
2820	Gaddock Teeg	Lorwyn	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	not_legal	legal	legal
2821	"Sygg, River Guide"	Lorwyn	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
2822	Dolmen Gate	Lorwyn	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
2823	Declaration of Naught	Morningtide	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
2824	Grimoire Thief	Morningtide	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	legal	legal	legal
2825	Bitterblossom	Morningtide	not_legal	not_legal	not_legal	legal	legal	not_legal	legal	not_legal	legal	legal
